Time,Tran1,Tran2,Tran3,Tran4,Tran5,Tran6,Tran7,Tran8,Tran9,Tran10,Tran11,Tran12,Tran13,Tran14,Tran15,Tran16,Tran17,Tran18,Tran19,Tran20,Tran21,Tran22,Tran23,Tran24,Tran25,Tran26,Tran27,Tran28,Tran29,Tran30,Tran31
2017-01-16 23:43:52.141,226.05803355169388,224.79900812251475,220.1595348866416,217.30272775934264,,,,,,,,,219.39344450216225,222.9442945387618,,,,,206.80115767659584,,198.54231895406943,206.84509157784788,211.1426594191641,207.89533248239275,207.6619247111448,,,,,,
2017-02-01 23:43:45.242,228.5223687804624,223.13132033104037,217.6116088997972,216.5855290832636,216.6216211791282,212.9787633740989,212.92003414358604,217.72324399603303,221.32275880996667,218.73379115919772,222.48141247596448,221.4430095390975,223.92861905709808,222.16931136154847,224.0740979385624,222.26449840747347,216.8147064724878,211.952612954138,211.08931306713757,212.50494475612183,208.98745313908083,214.5074665009034,216.04329614042183,209.65391694663836,212.4122422938509,210.29927936285085,204.86464790652863,198.05139107648975,195.02835958644985,192.4486462818716,201.6836669048498
2017-02-17 23:43:38.650,,,,,,,,,226.7173382702496,223.9215998084588,226.43107683899476,223.08600811704085,227.50453029220563,223.283699338204,225.73315836416583,,,,,,,,,214.25116771608668,214.3809836957153,212.34564646548583,,,198.44408935463463,,204.10393749855265
2017-03-05 23:43:32.021,228.27783092168224,223.5521733263275,218.54116110103277,216.17891025801055,217.527902323403,214.3842632698216,214.32096160137988,218.06488198445624,221.59209130071747,219.239511391797,222.6946293747875,222.41704505533625,225.0551581577617,221.96384334917812,224.17377257539545,225.1923355745913,219.37240869908123,214.10340555095968,213.6222250455584,214.5651042456778,208.99925697960552,215.20246457642665,215.9948959270622,209.3928610878656,213.23412877706227,212.539410292687,205.82248194566728,199.0664516965108,194.90581394529292,192.65244262528503,202.64293597403616
2017-03-21 23:43:21.860,229.15643354311192,223.1505974755316,218.7021780670191,216.14624255915,216.35092955092915,212.9986225707864,212.93982873340696,216.38121312688577,220.01979807041997,218.27126845368028,220.83405500154905,222.94581819786737,225.09483912817217,221.89115013436492,223.7887297818075,225.0479196720514,220.95136098286,213.56480663261885,213.05902713961643,213.2245263659756,208.78334899716748,213.128383149159,216.36686390264907,207.6165259484828,212.69594250185528,211.8582150746788,205.0425657496454,198.88975507961663,194.3287073174648,192.36039482300131,202.32086368665105
2017-04-06 23:43:15.009,230.0661681194757,223.85206817889875,218.31858443467385,215.34022995968053,,,,,,,,,226.12444754783883,222.9398447217085,,,,,,,,,,208.2401712493277,,,,,194.7683687460736,196.01427296688928,203.4744307445008
2017-04-22 23:43:05.407,231.5559929364235,,,,,,,,,,,229.23910257860788,239.0346798531024,,,,,,,,,,,226.0936388685122,,,,,,,
2017-05-08 23:43:04.412,229.30682902392368,229.5098899283157,217.61828727977937,219.32915043298004,224.60142494691613,223.64817089872017,223.61026530982085,228.6586066845571,235.6467081163925,234.8420045639105,230.42675648516772,224.16635942316785,230.15669314150037,236.68398119639275,235.01248475255477,229.51593493662136,221.97119542704348,222.00608765629585,221.86112581671267,216.0471950775803,213.2898818862971,225.4458772054425,220.718488810443,224.00215842193205,231.53688775817835,222.31288387407636,209.3016505477042,204.5889531048593,210.1367615071369,204.20258291862268,211.29613881489811
2017-05-24 23:43:15.527,,227.50937208777495,,,,,,,,,231.78093893858815,224.25990726689253,233.7662487676301,239.48940591136457,236.5706222555158,232.2695113016285,,,,,,,,,,,205.0949940324047,204.4654598447652,211.7426191795449,,
2017-06-09 23:43:23.482,223.51577124917168,221.7410131380977,212.74959689998323,215.5788365553113,222.96464515548308,221.04217688315444,220.9572153790732,223.35147734119008,230.5081851641796,231.4510467035443,225.36845578796857,220.1424190981415,224.8974030564653,231.2580495471203,231.9451157240213,222.61196922259967,213.7091834207784,213.9281989360649,213.98732395879296,209.953720345367,210.62683850686776,216.01972333098348,216.6580354325885,217.5694505788508,226.28480686659464,214.3216455075388,205.85202122128985,200.3474523545549,205.2406171229185,200.2127665608788,207.8007198758084
2017-06-25 23:43:28.736,222.3756492882169,221.2654573060986,212.79327255827724,216.55870923826748,,,,,,230.03495148054856,224.5827027231748,218.816261353276,223.6474630499849,,,221.171949489102,209.7082703520731,208.4402284799733,208.6719429263548,206.0852347644227,207.85094742002155,213.4843499237768,214.86748281653192,212.30263967457452,,,204.57160332130763,198.1807506532451,203.15299453181743,199.8922283424833,
2017-07-11 23:43:31.504,227.6979623886904,226.21096546094304,215.57051000514485,219.50952041934244,226.48306354777924,227.0790170296936,227.0398633912209,228.68821268064767,234.12841228310543,234.0140932978195,228.52022437802088,221.61444725043984,226.6021027869915,234.4683070461616,231.6928308749118,221.96218168463255,213.38549900837324,212.9269619371807,213.64856293161455,208.903812127118,208.3537996108564,214.23530169888792,215.85744353787325,213.4573686534847,221.8847933210644,214.35553238897893,205.5580232050604,198.09932716387965,201.414569625485,199.6044465574793,209.4183092065828
2017-07-27 23:43:39.194,,,,,,,,,,236.23495140653995,234.6104878479372,227.5778719975976,230.8075240516198,231.8482777170261,230.58479017196635,228.9612499372311,221.2057098308782,225.2834138040727,224.66116692324687,217.0556063492472,213.465980894054,,,,,229.3995111291732,213.409958489975,200.30098676389167,196.3357991265579,,
2017-08-12 23:43:45.406,229.99185369144456,219.76354825724772,220.92013923436068,228.6270944010542,,,,,,,236.9959394653537,230.3572335565513,,,,,,,,,,,,229.0386898069642,233.7725395867024,,,,,,200.19221253519424
2017-08-28 23:43:49.096,230.6290830491521,222.5647605994795,225.149139626109,226.6259107172097,230.9028394997412,229.8844365994684,229.8332768504237,233.96223614031936,239.2704307936271,238.31345414269697,233.33096771460325,226.6902479288196,226.9189073427115,231.19211802296869,231.81067178063768,227.1335389796762,217.3244477965982,214.63954263344897,214.8443090878688,207.4214663727989,209.83368720250533,218.48767384256965,221.9464666185393,224.0034728193425,230.4987380604971,224.6174477232101,212.6917880818769,202.13808974999543,195.40571289401797,190.88634540123945,187.84446710695897
2017-09-13 23:43:49.486,,,,,229.25189998426805,227.0696927645693,226.94701718627775,,,,,,,227.9290501049364,,,,,,,,,,,,,,,,,
2017-09-29 23:43:56.836,231.03662027424184,227.40166258185675,225.6222484792359,226.03124482181687,231.12223501429264,230.8026809352752,230.907437994942,233.54621158630272,236.7660116941001,238.5985167943853,233.6502772792322,224.49440158951737,232.3720621714908,233.0590783995017,230.970277301225,224.7873566340253,214.80550926339805,206.2164342651232,206.6226898775724,191.83874017350087,197.1543007375745,202.0576617374959,208.3098943559227,203.75876964157567,200.18129389422396,199.0575260617924,193.0831600686948,185.5597282959838,183.1753925923541,177.09898139761077,182.79644617381132
2017-10-15 23:44:00.777,,,,,,,,231.10997542385496,234.4756086965554,240.0898971070026,236.11366215967087,230.72252000951977,,,,,,,,199.0492364993444,203.43622224848477,206.10185968082757,211.80951430391508,203.04211428576315,199.7805752037733,200.7321654943942,192.3043894057316,,,,189.97719889010563
2017-10-31 23:44:01.037,226.62347548661035,226.56840979780617,224.53743112318168,219.44281717153092,226.04563143099796,225.47852573109836,225.48595355818395,222.7884310951193,228.45380892446704,232.69654902153755,228.52852613621005,224.53212935939072,232.8972950206593,230.70593799773928,228.49185901053264,220.83805244460177,212.3692790441945,204.46642571795417,204.7532876798316,190.33291536129929,191.80372498332036,200.2216517080019,207.32634892062495,199.55982077775892,194.38854282183715,194.16533103635007,182.0876869158101,183.56752378682685,174.31150589498606,165.8558244344208,179.3143430004734
2017-11-16 23:43:57.434,232.10386571887165,227.99009835272744,228.21846770058056,222.9152441186966,228.32899334306583,226.57799591806543,226.54643987245015,226.03632140321724,233.68901756045665,238.1982746848487,229.51884192788648,224.94279931050363,234.0674142087943,232.0541675095984,232.00965077811665,224.28595744724197,213.78172903836816,207.8995966589343,208.30959974568705,191.90800747480068,192.42413764872325,201.3787615970568,204.74119082199817,197.21504234276784,194.599051832509,195.60412923607345,184.0962155787072,177.9350435014247,178.21656210958474,169.81821675591266,179.2176518416142
2017-12-02 23:43:51.980,226.2159325654616,218.0433987858508,213.4753474356687,217.8105805204858,217.34101384645936,222.48594118167276,222.61186049202516,222.7411241770992,227.6807628687573,225.39142116753317,218.39994531546412,213.08527528706907,213.4977167011152,215.45380310655815,210.1362576326625,208.07412238061477,,,,,,,,,,,,,,,
2017-12-18 23:43:54.678,224.4854412323628,216.1532213880812,213.4538880841912,,218.72493189643257,,,,,226.15300365895249,215.89361480785556,213.13610872564888,213.37378424300232,216.0382992615121,211.1053800674086,208.47994755727265,204.6382418185091,201.49787071380945,201.95521619070792,189.3070714100317,198.1568856097595,,,,,197.7178526742516,,,,178.24106174349882,180.1716206377834
2018-01-03 23:43:51.301,223.2609074194368,218.01677499544556,217.3111067511973,222.07779144346927,223.3934424455188,231.3676949790014,231.17772717342325,228.32785858894653,227.93634910470317,233.3651559155109,222.21930899273923,215.2071022762537,220.26823369709425,215.24754875215012,218.34577657937643,216.6135309719283,204.46770588169747,200.86296059905607,201.4669824956313,187.8776790851081,200.7578879010328,200.86215245932203,204.75096008567,202.7328535620849,197.9445125917389,195.90966766189356,192.0781171062711,181.4846920814573,181.31712397587427,179.2647026857025,184.8434006661952
2018-01-19 23:43:43.698,,,,,215.0975571036518,,,,,222.3783143428892,215.5815952493532,213.21984155844268,213.1786155866528,216.95769129819203,210.4769291489731,208.06110030589895,204.75519313280293,,,,,,,,,,,188.99492209798217,189.1156101040168,188.38485141664785,189.06975920201955
2018-02-04 23:43:34.752,228.1141991785517,,,,220.31636544018264,221.9877885814329,221.9087593803509,222.53370951622148,228.7402764404096,226.19328865077085,,,,,,,208.20836552137504,206.0898516067456,206.40361987584225,195.5971506189869,202.1487267292697,206.68401766911552,213.59718288044303,,207.4008582987328,206.25647407561152,,,,,198.6004795688071
2018-02-20 23:43:29.266,228.9132673895912,221.21945735105555,219.59478355816907,220.77038861374228,222.29907125146488,225.35984571769248,225.15605425253864,229.76892360014705,227.02057282308417,228.4541753449496,222.58927324245968,216.43303571209128,219.04033936533384,221.4846526073084,215.8450054223621,209.28813299616817,208.90371357600577,206.5225728541581,206.8680912109531,198.5334571490724,204.055719726644,208.23648402169573,211.89684088443056,208.6862907255264,206.24266789714147,203.53217980700575,201.34139045978085,198.88461544996383,199.5012948579753,200.13672994619972,207.3272774593384
2018-03-08 23:43:20.936,,,,,,,,,,230.49484890211792,223.404236845144,216.61792548766687,220.49863377850411,222.26800572412816,216.48326879781095,210.01294048965792,210.0187183814899,208.1969272870561,208.4995326484542,201.49978390690637,204.89142208709205,209.71775246387668,213.2177837399945,210.62915350734687,205.80027590788512,203.7058767430873,203.08760961964956,200.7455568978872,202.0766916095256,,
2018-03-24 23:43:13.284,,222.0575157971269,,,,,,,,,,,,,,,,,,214.576881087767,,221.85222296306105,217.56947454403655,,,,,,,,
2018-04-09 23:43:05.235,239.8787363972686,225.30985904404275,225.2588321825222,230.82903973417297,229.84548619751723,232.70441124308783,232.62876126124016,237.118600192516,243.65473692479716,244.2730693834573,243.3630456031964,242.22261634652943,241.69686095363252,241.1244928481797,238.574158264555,239.14443409193964,236.85687985855245,230.4686766218352,230.65048504735017,219.32819501003655,214.17957250814163,222.63476586007232,222.42547715932287,224.64989859353605,214.5758086661781,221.11857478884608,212.38996219415503,210.3135760270769,209.45967744564936,208.34702339654723,212.1971331267204
2018-04-25 23:42:55.959,243.8690584840144,227.6441801965617,229.08983389915008,233.82932874370792,231.81673812276935,236.0936331111438,235.9921891551042,,,,,,,,,,,,,,,228.19763640391943,226.4793788757543,229.6252329256841,216.382400479948,225.4828343260104,,,,,
2018-05-11 23:42:46.306,242.31625440750744,226.94189193000523,228.17729325680284,233.1932335915742,231.4791002180413,236.45847866316143,236.37970040126092,239.48656250233384,245.91881004993965,247.6599407619844,249.92841723037955,247.9822908881128,243.79732319480613,245.78998600434488,241.97672550545477,241.4878208178646,237.7075406159396,232.6344212316877,232.60791937211027,221.32958366631584,215.37664827750248,225.45319505784263,224.022480708282,228.1658867969697,217.9431618533333,225.32002782610675,215.7565193553398,214.20163305535817,210.92877766109945,210.91614104086656,214.07841014669947
2018-05-27 23:42:33.805,238.5015500621568,225.88193323891872,225.90419812605143,231.7903115219788,229.4493942273153,234.38486385002008,234.35681773606296,236.66740989680252,242.1330379347065,245.143857287658,245.35705109871236,243.40767632107963,241.7363495968461,239.80830031004484,238.71384864936957,238.62847428402893,234.33888309045275,227.02904949082588,227.6850299774057,217.2954076802189,212.6599053853858,217.6047910436968,220.61405998271607,222.56101635064155,214.02211636714304,218.479981433413,210.1215732846758,208.3141444644384,206.2115402003435,205.98451657365771,207.9899746506302
2018-06-12 23:42:35.106,242.80984104502335,229.2098315190792,228.86518702098508,234.4389133863045,231.90706503951915,238.3222443439632,238.46672589143105,239.61524694239137,245.7461232135546,248.70370617120565,250.7477963949037,248.49309124325796,243.095179199218,243.3115876397856,243.1923271208543,241.1226826214856,236.2016993426558,229.8036737159161,229.92912256775423,218.95372274485555,214.2448678623473,220.49895378747425,222.3478533045254,225.59558654493588,217.0766642614052,222.889804144721,213.5852535627044,211.22494751160383,208.17719454432472,208.74289237257008,210.28461076005232
2018-06-28 23:42:45.373,235.79569689063075,227.4029944062764,219.74902837300533,224.4667499546284,,,,,242.9079172559933,,,,,,,,,,,,,,217.63133154651933,214.7154396643548,213.0404481197773,208.373190582654,209.600999936351,,,,
2018-07-14 23:42:53.218,,,,,,,,,,,,,222.93501886661136,,,,,,,,182.50238355727424,194.41644368568697,201.3867047780964,,,,,,,,
2018-07-30 23:43:00.310,230.86397182299535,220.90518974608312,215.17839888764112,220.8556968592756,228.59544590786737,229.16321405489265,229.56145598890512,238.62343190753512,241.4614634805984,240.2465058985767,234.673857111108,236.4912538473672,237.6912017855549,231.5419782315143,231.9383345765866,226.00715479896704,223.82305931152663,217.6343075488369,217.79044119500128,200.26691709784728,202.24737064269172,206.0025726404025,215.5975916600036,210.8133824128525,213.3086771912786,211.20921548677717,202.58376195268733,196.34300508301797,187.8888754036117,193.74214842291215,194.4606219409468
2018-08-15 23:43:09.465,,,,230.67138050385384,,,,247.655219812474,245.9503782083125,246.33947220290133,239.25446418098184,,,,,,,,,,,,,,,,203.86073667921693,198.21462717876253,,,
2018-08-31 23:43:16.376,225.7368460183916,223.81255942000087,222.44424764661284,,,,,,,,,,,,,,,,,,,200.69952713123809,209.6145333852748,205.86897590863416,210.13293467688445,204.5344598575112,197.86556998386035,,,,
2018-09-16 23:43:20.915,,,225.38476359182863,227.54578482407925,,,,,,243.3533260817727,237.12249650853605,235.59220608295803,234.0942891003761,229.2610456682172,228.52572230898303,213.87505480260688,,,,,,,,,,,,,,188.3149240194199,197.81038376325037
2018-10-02 23:43:28.352,234.34205717255145,230.24470909224505,226.98981829463463,228.73159932108567,236.90356495016653,239.50368385536007,239.39436993603204,244.72703647269336,245.4428525497285,246.1909802259316,240.6449527570289,238.10535093088592,236.65983842318195,231.2446812511999,230.4694408711187,217.81486120934568,210.8718631378785,206.2865713105147,206.68966177402064,193.86050037102007,193.6889653556101,203.3083795679343,210.35574454767564,207.6596191964344,210.09446467680496,204.01267501553164,199.20862469507105,192.45889120566304,189.11790420143652,190.01785828335957,198.36132739038544
2018-10-18 23:43:34.812,236.46789462166944,232.5317592993262,227.53000177232596,228.59826367142736,,,,,245.9270787015892,,,,,,,,,,,,,,209.88354410949603,205.27577459339508,208.38932592616737,206.92766204156592,,,,,
2018-11-03 23:43:38.507,222.65624687418,226.82418858672077,225.3564092048213,223.7658402949283,230.97738507778664,236.42375736110597,236.3601706243482,239.4390294734141,240.97407952367405,239.8705524034599,232.6504377815665,225.65074141255667,225.82093639547597,222.3754139170222,223.11578835511187,205.9963077635384,202.1184302981356,196.70594308956345,195.8053669547937,183.0817086010028,178.0914458671978,188.049231362746,194.65473745575983,,,,,178.98868698725366,174.33559062456015,182.15436344291143,
2018-11-19 23:43:39.305,227.76598439277427,219.83764220891368,219.85981380672496,222.70336957862827,220.90072214571356,222.48063897585152,222.3552903778884,228.4211890258568,227.84921193149597,233.8698071018993,229.21674171211504,224.1703957935463,226.367531681324,222.6138120206137,214.5578426057915,209.1066069334219,207.37222775366016,204.9096927058821,204.6039245401232,191.9547849252064,195.46192660693475,200.3191844141456,194.66239051220447,197.5727201883874,195.0079323363266,190.17146359531864,174.35095417457904,171.72269363617767,195.0545639743466,195.460515273586,202.35648745308163
2018-12-05 23:43:37.158,227.4971414197395,220.1295302898943,219.2613971869256,221.85050510706915,219.9011135559032,221.11839699853076,220.99748010981523,,,,,,,,,,,,,,,,,,,,,,194.66908907880756,194.3902988920233,200.9091312402431
2018-12-21 23:43:35.776,229.7128941020144,222.31299940041808,220.4445511914167,222.46338810279556,220.70441021818615,222.21294976062995,222.08847202172888,228.18204152394088,229.51471265872263,233.8965266597504,230.5060428114916,225.1256062197666,225.86407874328967,223.68349379661728,216.07384223424327,209.6580434195133,208.57277156661823,205.3374234151785,205.5752503824864,192.3109282059372,194.20514627545185,199.99538748625275,195.1084205962442,196.02814845984716,194.09941052944208,191.46894667913003,175.3544292902127,176.52951879683735,195.89507593571224,196.099378179504,203.2661248157493
2019-01-22 23:43:31.316,,,,,,,,,,,,,,,,,,,,,,,,,,,176.5580060806156,178.3921604789189,195.92339064942485,195.80228458947005,204.1912944661269
2019-02-07 23:43:28.740,233.81596179175023,224.5513316739171,221.02030521410995,222.38646654022187,220.33645878211732,223.2514441269696,223.07298829899216,230.6327505863983,231.10403088481613,234.27258493244943,231.80535784631508,225.19418464922836,223.85866559834315,223.194905648096,217.25428414656292,210.88354046669892,209.30740344264407,205.68469090523095,205.90565492361844,193.9471061169376,194.0106708327703,199.04860372026528,196.13483229222103,197.2026084811459,198.1501442642392,195.36073701088188,181.91790363440376,185.48932924645032,198.8677383561952,198.62566065388893,207.917774332984
2019-02-23 23:43:25.642,,234.9358223163012,233.29007502487184,229.5690903614079,229.42995614587832,226.2004151936092,226.17008751124817,231.5873812486851,238.03755774412215,240.10500011334423,237.1899005723564,239.4577723913124,240.8651884994386,235.1980603920056,232.1448047701084,226.04711791558805,221.61053523850364,215.74705141396333,215.423629192436,213.75925277340536,212.62204509688303,216.1779721648203,221.7008666388891,223.26294804955168,220.00474804536145,215.08530087540456,209.6813464352392,204.80648575021985,210.45882299663225,211.7852479872417,212.68214517314308
2019-03-11 23:43:20.032,,,,,,,,,,,,,,,,,217.3419628647715,212.5436893517067,212.3171040496509,,,213.4765178110415,219.414179699041,,,,,,208.2482037461782,,208.7455792233671
